朝市,アサイチ
音階,オンカイ
恩返し,オンガエシ
音楽,オンガク
音楽家,オンガクカ
音感,オンカン
音響,オンキョウ
音訓,オンクン
恩恵,オンケイ
恩師,オンシ
温室,オンシツ
音質,オンシツ
温室効果,オンシツコウカ
音信,オンシン
温水,オンスイ
音声,オンセイ
音節,オンセツ
温泉,オンセン
温存,オンゾン
温帯,オンタイ
温帯低気圧,オンタイテイキアツ
音痴,オンチ
御中,オンチュウ
音程,オンテイ
温度,オンド
音頭,オンド
音読,オンドク
温度計,オンドケイ
女,オンナ
女遊び,オンナアソビ
女の子,オンナノコ
女の人,オンナノヒト
音波,オンパ
オンパレード,オンパレード
負んぶ,オンブ
音符,オンプ
温風,オンプウ
音読み,オンヨミ
オンライン,オンライン
オンリー,オンリー
音量,オンリョウ
火,カ
蚊,カ
彼,カ
可,カ
我,ガ
母さん,カアサン
ガーゼ,ガーゼ
カーソル,カーソル
母ちゃん,カアチャン
カーディガン,カーディガン
ガーデニング,ガーデニング
カーテン,カーテン
カート,カート
カード,カード
ガード,ガード
ガードマン,ガードマン
カートリッジ,カートリッジ
ガードル,ガードル
ガードレール,ガードレール
カーニバル,カーニバル
カーペット,カーペット
ガーリック,ガーリック
カーリング,カーリング
カール,カール
回,カイ
買い,カイ
回,カイ
会,カイ
貝,カイ
解,カイ
かい,カイ
下位,カイ
怪,カイ
害,ガイ
改悪,カイアク
外圧,ガイアツ
海域,カイイキ
会員,カイイン
開演,カイエン
買い置き,カイオキ
開花,カイカ
開化,カイカ
絵画,カイガ
開会,カイカイ
海外,カイガイ
外界,ガイカイ
海外貿易,カイガイボウエキ
改革,カイカク
買い方,カイカタ
貝殻,カイガラ
会館,カイカン
快感,カイカン
開館,カイカン
海岸,カイガン
外観,ガイカン
海岸線,カイガンセン
怪奇,カイキ
会議,カイギ
外気,ガイキ
会議室,カイギシツ
階級,カイキュウ
海峡,カイキョウ
開業,カイギョウ
改行,カイギョウ
解禁,カイキン
海軍,カイグン
会計,カイケイ
会計士,カイケイシ
解決,カイケツ
会見,カイケン
外見,ガイケン
解雇,カイコ
介護,カイゴ
開口,カイコウ
開講,カイコウ
開港,カイコウ
会合,カイゴウ
外交,ガイコウ
外交官,ガイコウカン
開国,カイコク
外国,ガイコク
外国語,ガイコクゴ
外国人,ガイコクジン
外国文学,ガイコクブンガク
開催,カイサイ
改札,カイサツ
改札口,カイサツグチ
解散,カイサン
概算,ガイサン
開始,カイシ
外資,ガイシ
会社,カイシャ
外車,ガイシャ
会社員,カイシャイン
解釈,カイシャク
回収,カイシュウ
改修,カイシュウ
怪獣,カイジュウ
外周,ガイシュウ
外出,ガイシュツ
解除,カイジョ
介助,カイジョ
解消,カイショウ
会場,カイジョウ
海上,カイジョウ
開場,カイジョウ
外相,ガイショウ
会食,カイショク
外食,ガイショク
外食産業,ガイショクサンギョウ
怪人,カイジン
外人,ガイジン
海水,カイスイ
海水浴,カイスイヨク
回数,カイスウ
回数券,カイスウケン
改正,カイセイ
快晴,カイセイ
解析,カイセキ
懐石,カイセキ
解説,カイセツ
開設,カイセツ
回線,カイセン
改善,カイゼン
がいせん,ガイセン
がいせんもん,ガイセンモン
改装,カイソウ
海草,カイソウ
回送,カイソウ
回想,カイソウ
海藻,カイソウ
階層,カイソウ
改造,カイゾウ
外装,ガイソウ
快速,カイソク
海賊,カイゾク
解体,カイタイ
開拓,カイタク
買い出し,カイダシ
買いだめ,カイダメ
階段,カイダン
怪談,カイダン
会談,カイダン
改築,カイチク
海中,カイチュウ
害虫,ガイチュウ
懐中電灯,カイチュウデントウ
会長,カイチョウ
開通,カイツウ
買い付け,カイツケ
買い手,カイテ
改定,カイテイ
海底,カイテイ
外敵,ガイテキ
買い手市場,カイテシジョウ
開店,カイテン
回転,カイテン
回転,カイテン
ガイド,ガイド
解答,カイトウ
解凍,カイトウ
回答,カイトウ
街道,カイドウ
該当,ガイトウ
街頭,ガイトウ
買い時,カイドキ
解読,カイドク
買い得,カイドク
ガイドブック,ガイドブック
買い取り,カイトリ
介入,カイニュウ
解任,カイニン
飼い主,カイヌシ
買い主,カイヌシ
概念,ガイネン
外泊,ガイハク
貝柱,カイバシラ
開発,カイハツ
開発途上国,カイハツトジョウコク
会費,カイヒ
回避,カイヒ
開票,カイヒョウ
外部,ガイブ
開封,カイフウ
回復,カイフク
怪物,カイブツ
開閉,カイヘイ
外壁,ガイヘキ
解放,カイホウ
開放,カイホウ
会報,カイホウ
解剖,カイボウ
開放的,カイホウテキ
開幕,カイマク
皆無,カイム
外務,ガイム
外務省,ガイムショウ
外務大臣,ガイムダイジン
解明,カイメイ
改名,カイメイ
壊滅,カイメツ
海面,カイメン
買い物,カイモノ
外野,ガイヤ
解約,カイヤク
外野手,ガイヤシュ
外野席,ガイヤセキ
海洋,カイヨウ
概要,ガイヨウ
外来,ガイライ
外来語,ガイライゴ
回覧,カイラン
怪力,カイリキ
戒律,カイリツ
概略,ガイリャク
改良,カイリョウ
海路,カイロ
回路,カイロ
街路,ガイロ
街路樹,ガイロジュ
概論,ガイロン
会話,カイワ
かいわい,カイワイ
会話文,カイワブン
カウンセラー,カウンセラー
カウンセリング,カウンセリング
カウンター,カウンター
カウント,カウント
替え,カエ
替え歌,カエウタ
返し,カエシ
帰り,カエリ
帰り道,カエリミチ
かえる,カエル
かえる,カエル
顔,カオ
顔合わせ,カオアワセ
顔色,カオイロ
家屋,カオク
顔写真,カオジャシン
顔出し,カオダシ
顔付き,カオツキ
顔触れ,カオブレ
顔負け,カオマケ
顔見知り,カオミシリ
香り,カオリ
画家,ガカ
加害者,カガイシャ
カカオ,カカオ
価格,カカク
科学,カガク
化学,カガク
雅楽,ガガク
科学者,カガクシャ
科学捜査,カガクソウサ
科学的,カガクテキ
化学的,カガクテキ
化学反応,カガクハンノウ
化学肥料,カガクヒリョウ
化学物質,カガクブッシツ
化学兵器,カガクヘイキ
化学変化,カガクヘンカ
かかし,カカシ
かかと,カカト
鏡,カガミ
輝き,カガヤキ
係員,カカリイン
係長,カカリチョウ
柿,カキ
夏期,カキ
下記,カキ
かき,カキ
火気,カキ
夏季,カキ
花器,カキ
かぎ,カギ
餓鬼,ガキ
鍵穴,カギアナ
書き込み,カキコミ
かぎっ子,カギッコ
書留,カキトメ
垣根,カキネ
書き物,カキモノ
下級,カキュウ
家業,カギョウ
核,カク
角,カク
格,カク
画,カク
家具,カグ
楽,ガク
額,ガク
格上げ,カクアゲ
学位,ガクイ
画一化,カクイツカ
学院,ガクイン
架空,カクウ
各駅,カクエキ
各駅停車,カクエキテイシャ
学園,ガクエン
核家族,カクカゾク
学業,ガクギョウ
学芸,ガクゲイ
隔月,カクゲツ
格言,カクゲン
覚悟,カクゴ
格差,カクサ
格下げ,カクサゲ
拡散,カクサン
各自,カクジ
学資,ガクシ
学識,ガクシキ
確執,カクシツ
角質,カクシツ
核実験,カクジッケン
学者,ガクシャ
学者,ガクシャ
各種,カクシュ
拡充,カクジュウ
学習,ガクシュウ
学習塾,ガクシュウジュク
学術,ガクジュツ
確信,カクシン
革新,カクシン
各人,カクジン
画数,カクスウ
覚せい,カクセイ
学生,ガクセイ
学生運動,ガクセイウンドウ
覚せい剤,カクセイザイ
学説,ガクセツ
拡大,カクダイ
格段,カクダン
楽団,ガクダン
各地,カクチ
拡張,カクチョウ
学長,ガクチョウ
確定,カクテイ
確定申告,カクテイシンコク
カクテル,カクテル
角度,カクド
格闘,カクトウ
学童,ガクドウ
獲得,カクトク
学内,ガクナイ
角煮,カクニ
確認,カクニン
学年,ガクネン
学費,ガクヒ
楽譜,ガクフ
学部,ガクブ
学部,ガクブ
核分裂,カクブンレツ
核兵器,カクヘイキ
確保,カクホ
学帽,ガクボウ
革命,カクメイ
学名,ガクメイ
額面,ガクメン
学問,ガクモン
学問的,ガクモンテキ
楽屋,ガクヤ
格安,カクヤス
核融合,カクユウゴウ
隔離,カクリ
確率,カクリツ
確立,カクリツ
閣僚,カクリョウ
学力,ガクリョク
隠れ,カクレ
学歴,ガクレキ
学歴社会,ガクレキシャカイ
学割,ガクワリ
掛け,カケ
かけ,カケ
欠け,カケ
影,カゲ
陰,カゲ
がけ,ガケ
家計,カケイ
家系,カケイ
家計簿,カケイボ
影絵,カゲエ
掛け替え,カケガエ
歌劇,カゲキ
掛け金,カケキン
掛け声,カケゴエ
掛け算,カケザン
掛け軸,カケジク
可決,カケツ
駆け引き,カケヒキ
陰干し,カゲボシ
掛け持ち,カケモチ
かけら,カケラ
陰り,カゲリ
加減,カゲン
過去,カコ
籠,カゴ
加護,カゴ
囲い,カコイ
下降,カコウ
加工,カコウ
化合,カゴウ
化合物,カゴウブツ
過言,カゴン
傘,カサ
火災,カサイ
家裁,カサイ
家財,カザイ
火災保険,カサイホケン
重ね,カサネ
重ね着,カサネギ
飾り,カザリ
加算,カサン
火山,カザン
火山帯,カザンタイ
菓子,カシ
貸し,カシ
歌詞,カシ
火事,カジ
家事,カジ
かじ,カジ
餓死,ガシ
貸し借り,カシカリ
貸し出し,カシダシ
過失,カシツ
果実,カジツ
画質,ガシツ
果実酒,カジツシュ
カジノ,カジノ
カシミア,カシミア
貸家,カシヤ
歌手,カシュ
果樹,カジュ
カジュアル,カジュアル
歌集,カシュウ
果汁,カジュウ
画集,ガシュウ
果樹園,カジュエン
箇所,カショ
箇所,カショ
歌唱,カショウ
過小,カショウ
過剰,カジョウ
箇条書き,カジョウカキ
かす,カス
数,カズ
ガス,ガス
数々,カズカズ
カスタード,カスタード
カステラ,カステラ
ガス灯,ガストウ
数の子,カズノコ
ガスボンベ,ガスボンベ
かすみ,カスミ
風邪,カゼ
風,カゼ
火星,カセイ
課税,カゼイ
化石,カセキ
稼ぎ,カセギ
風邪薬,カゼグスリ
仮説,カセツ
カセット,カセット
カセットテープ,カセットテープ
風通し,カゼトオシ
下線,カセン
河川,カセン
化繊,カセン
河川敷,カセンシキ
過疎,カソ
仮想,カソウ
火葬,カソウ
画像,ガゾウ
数え,カゾエ
数え年,カゾエドシ
加速,カソク
家族,カゾク
家族制度,カゾクセイド
加速度,カソクド
ガソリン,ガソリン
ガソリンエンジン,ガソリンエンジン
ガソリンスタンド,ガソリンスタンド
肩,カタ
過多,カタ
形,ガタ
片足,カタアシ
課題,カダイ
片思い,カタオモイ
肩書き,カタガキ
方々,カタガタ
片仮名,カタカナ
型紙,カタガミ
片側,カタガワ
かたくり粉,カタクリコ
片言,カタコト
肩凝り,カタコリ
型式,カタシキ
片隅,カタスミ
形,カタチ
片手,カタテ
片手間,カタテマ
刀,カタナ
片端,カタハシ
肩幅,カタハバ
片方,カタホウ
固まり,カタマリ
肩身,カタミ
形見,カタミ
片道,カタミチ
片目,カタメ
固め,カタメ
片面,カタメン
偏り,カタヨリ
カタログ,カタログ
傍ら,カタワラ
加担,カタン
花壇,カダン
価値,カチ
勝ち,カチ
価値観,カチカン
家畜,カチク
勝ち負け,カチマケ
渦中,カチュウ
課長,カチョウ
課長,カチョウ
カツ,カツ
喝,カツ
かつお,カツオ
閣下,カッカ
学科,ガッカ
学科,ガッカ
学会,ガッカイ
学界,ガッカイ
活気,カッキ
学期,ガッキ
楽器,ガッキ
学級,ガッキュウ
学級委員,ガッキュウイイン
楽曲,ガッキョク
学区,ガック
括弧,カッコ
格好,カッコウ
学校,ガッコウ
各国,カッコク
活字,カツジ
合衆国,ガッシュウコク
合宿,ガッシュク
合唱,ガッショウ
合掌,ガッショウ
活性化,カッセイカ
合戦,カッセン
滑走,カッソウ
滑走路,カッソウロ
カッター,カッター
合体,ガッタイ
合致,ガッチ
ガッツ,ガッツ
カッティング,カッティング
合点,ガッテン
カット,カット
葛藤,カットウ
活動,カツドウ
合羽,カッパ
かっぱ,カッパ
カップ,カップ
カップケーキ,カップケーキ
カップル,カップル
合併,ガッペイ
活躍,カツヤク
活用,カツヨウ
鬘,カツラ
活力,カツリョク
カツレツ,カツレツ
活路,カツロ
家庭,カテイ
過程,カテイ
課程,カテイ
仮定,カテイ
家庭科,カテイカ
家庭教育,カテイキョウイク
家庭教師,カテイキョウシ
家庭裁判所,カテイサイバンショ
カテゴリー,カテゴリー
家電,カデン
角,カド
過度,カド
過度,カド
華道,カドウ
稼働,カドウ
過渡期,カトキ
門松,カドマツ
蚊取り線香,カトリセンコウ
カトリック,カトリック
仮名,カナ
金網,カナアミ
家内,カナイ
金具,カナグ
悲しみ,カナシミ
かなた,カナタ
カナダ,カナダ
金物,カナモノ
カナリア,カナリア
かに,カニ
加入,カニュウ
